#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
AB040785	Torque teno virus genotype 1b DNA, isolate: patient 3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AB040788	Torque teno virus genotype 1b DNA, isolate: patient 3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AB040787	Torque teno virus genotype 1b gene for hypothetical protein, partial cds, isolate: patient 3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AB040786	Torque teno virus genotype 1b genes for hypothetical proteins, partial cds, isolate: patient 3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881907	Torque teno virus partial ORF for hypothetical protein, isolate 443-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881908	Torque teno virus partial ORF for hypothetical protein, isolate 443-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881909	Torque teno virus partial ORF for hypothetical protein, isolate 443-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881910	Torque teno virus partial ORF for hypothetical protein, isolate 443-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881911	Torque teno virus partial ORF for hypothetical protein, isolate 443-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881912	Torque teno virus partial ORF for hypothetical protein, isolate 443-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881919	Torque teno virus partial ORF for hypothetical protein, isolate 448-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881920	Torque teno virus partial ORF for hypothetical protein, isolate 448-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881921	Torque teno virus partial ORF for hypothetical protein, isolate 448-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881922	Torque teno virus partial ORF for hypothetical protein, isolate 448-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881923	Torque teno virus partial ORF for hypothetical protein, isolate 448-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881924	Torque teno virus partial ORF for hypothetical protein, isolate 448-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881943	Torque teno virus partial ORF for hypothetical protein, isolate 456-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881944	Torque teno virus partial ORF for hypothetical protein, isolate 456-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881945	Torque teno virus partial ORF for hypothetical protein, isolate 456-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881946	Torque teno virus partial ORF for hypothetical protein, isolate 456-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881947	Torque teno virus partial ORF for hypothetical protein, isolate 456-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881948	Torque teno virus partial ORF for hypothetical protein, isolate 456-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881949	Torque teno virus partial ORF for hypothetical protein, isolate 462-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881950	Torque teno virus partial ORF for hypothetical protein, isolate 462-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881951	Torque teno virus partial ORF for hypothetical protein, isolate 462-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881952	Torque teno virus partial ORF for hypothetical protein, isolate 462-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881953	Torque teno virus partial ORF for hypothetical protein, isolate 462-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881954	Torque teno virus partial ORF for hypothetical protein, isolate 462-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881931	Torque teno virus partial ORF for hypothetical protein, isolate 475-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881932	Torque teno virus partial ORF for hypothetical protein, isolate 475-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881933	Torque teno virus partial ORF for hypothetical protein, isolate 475-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881934	Torque teno virus partial ORF for hypothetical protein, isolate 475-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881935	Torque teno virus partial ORF for hypothetical protein, isolate 475-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881936	Torque teno virus partial ORF for hypothetical protein, isolate 475-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881925	Torque teno virus partial ORF for hypothetical protein, isolate 494-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881926	Torque teno virus partial ORF for hypothetical protein, isolate 494-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881927	Torque teno virus partial ORF for hypothetical protein, isolate 494-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881928	Torque teno virus partial ORF for hypothetical protein, isolate 494-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881929	Torque teno virus partial ORF for hypothetical protein, isolate 494-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881930	Torque teno virus partial ORF for hypothetical protein, isolate 494-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881913	Torque teno virus partial ORF for hypothetical protein, isolate 517-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881914	Torque teno virus partial ORF for hypothetical protein, isolate 517-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881915	Torque teno virus partial ORF for hypothetical protein, isolate 517-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881916	Torque teno virus partial ORF for hypothetical protein, isolate 517-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881917	Torque teno virus partial ORF for hypothetical protein, isolate 517-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881918	Torque teno virus partial ORF for hypothetical protein, isolate 517-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881955	Torque teno virus partial ORF for hypothetical protein, isolate 536-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881956	Torque teno virus partial ORF for hypothetical protein, isolate 536-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881957	Torque teno virus partial ORF for hypothetical protein, isolate 536-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881958	Torque teno virus partial ORF for hypothetical protein, isolate 536-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881959	Torque teno virus partial ORF for hypothetical protein, isolate 536-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881960	Torque teno virus partial ORF for hypothetical protein, isolate 536-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881937	Torque teno virus partial ORF for hypothetical protein, isolate 547-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881938	Torque teno virus partial ORF for hypothetical protein, isolate 547-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881939	Torque teno virus partial ORF for hypothetical protein, isolate 547-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881940	Torque teno virus partial ORF for hypothetical protein, isolate 547-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881941	Torque teno virus partial ORF for hypothetical protein, isolate 547-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881942	Torque teno virus partial ORF for hypothetical protein, isolate 547-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881961	Torque teno virus partial ORF for hypothetical protein, isolate 566-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881962	Torque teno virus partial ORF for hypothetical protein, isolate 566-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881963	Torque teno virus partial ORF for hypothetical protein, isolate 566-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881964	Torque teno virus partial ORF for hypothetical protein, isolate 566-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881966	Torque teno virus partial ORF for hypothetical protein, isolate 566-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881973	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1992-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881974	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1992-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881975	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1992-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881976	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1992-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881977	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1992-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881967	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881968	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881969	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881970	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881971	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881972	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1993-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881985	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1996-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881986	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1996-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881987	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1996-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881978	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881979	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881980	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881996	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881997	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881998	Torque teno virus partial ORF for hypothetical protein, isolate ZC-1998-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881981	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2000-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881982	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2000-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881983	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2000-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881984	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2000-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882007	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2001-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882008	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2001-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882009	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2001-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882010	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2001-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882011	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2001-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881988	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881989	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881990	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881991	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881992	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881993	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881994	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-7.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881995	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2002-8.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM881999	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882000	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882001	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882002	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882003	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882004	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-6.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882005	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-7.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882006	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2005-8.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882012	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2006-1.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882013	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2006-2.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882014	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2006-3.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882015	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2006-4.	Torque teno virus	Vertebrates	1226	100	DQ186994
FM882016	Torque teno virus partial ORF for hypothetical protein, isolate ZC-2006-5.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571657	Torque teno virus partial ORF1, clone AB10.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571658	Torque teno virus partial ORF1, clone AC1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571659	Torque teno virus partial ORF1, clone AD1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571660	Torque teno virus partial ORF1, clone AE10.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571656	Torque teno virus partial ORF1, clone AF3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571666	Torque teno virus partial ORF1, clone AG2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571661	Torque teno virus partial ORF1, clone AH12.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571663	Torque teno virus partial ORF1, clone AK7.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571669	Torque teno virus partial ORF1, clone ALFA2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571665	Torque teno virus partial ORF1, clone AM5.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571664	Torque teno virus partial ORF1, clone AS12.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571622	Torque teno virus partial ORF1, clone B7.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571670	Torque teno virus partial ORF1, clone BETA12.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571655	Torque teno virus partial ORF1, clone BETA8.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571623	Torque teno virus partial ORF1, clone C1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571624	Torque teno virus partial ORF1, clone D6.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571625	Torque teno virus partial ORF1, clone E2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571626	Torque teno virus partial ORF1, clone F6.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571627	Torque teno virus partial ORF1, clone G15.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571628	Torque teno virus partial ORF1, clone H7.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571629	Torque teno virus partial ORF1, clone I11.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571662	Torque teno virus partial ORF1, clone J12.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571634	Torque teno virus partial ORF1, clone K10.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571630	Torque teno virus partial ORF1, clone K2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571631	Torque teno virus partial ORF1, clone K4.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571632	Torque teno virus partial ORF1, clone K5.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571633	Torque teno virus partial ORF1, clone K6.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571635	Torque teno virus partial ORF1, clone K7.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571636	Torque teno virus partial ORF1, clone L10.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571637	Torque teno virus partial ORF1, clone M15.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571640	Torque teno virus partial ORF1, clone N1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571641	Torque teno virus partial ORF1, clone N2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571642	Torque teno virus partial ORF1, clone N3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571643	Torque teno virus partial ORF1, clone N4.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571639	Torque teno virus partial ORF1, clone N5.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571638	Torque teno virus partial ORF1, clone N8.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571644	Torque teno virus partial ORF1, clone O2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571668	Torque teno virus partial ORF1, clone O8.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571645	Torque teno virus partial ORF1, clone P1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571646	Torque teno virus partial ORF1, clone P2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571647	Torque teno virus partial ORF1, clone P3.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571648	Torque teno virus partial ORF1, clone Q4.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571649	Torque teno virus partial ORF1, clone S1.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571650	Torque teno virus partial ORF1, clone T13.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571667	Torque teno virus partial ORF1, clone TETA7.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571651	Torque teno virus partial ORF1, clone V17.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571652	Torque teno virus partial ORF1, clone X2.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571653	Torque teno virus partial ORF1, clone Y4.	Torque teno virus	Vertebrates	1226	100	DQ186994
AJ571654	Torque teno virus partial ORF1, clone Z2.	Torque teno virus	Vertebrates	1226	100	DQ186994
DQ003341	Torque teno virus clone P2-9-02 ORF2 (ORF2), ORF1A (ORF1A), and ORF1B (ORF1B) genes, complete cds.	Torque teno virus clone	Vertebrates	21	100	DQ186994
DQ003342	Torque teno virus clone P2-9-07 ORF2 (ORF2), ORF1A (ORF1A), and ORF1B (ORF1B) genes, complete cds.	Torque teno virus clone	Vertebrates	21	100	DQ186994
DQ003343	Torque teno virus clone P2-9-08 ORF2 (ORF2), ORF1A (ORF1A), and ORF1B (ORF1B) genes, complete cds.	Torque teno virus clone	Vertebrates	21	100	DQ186994
DQ003344	Torque teno virus clone P2-9-16 ORF2 (ORF2), ORF1A (ORF1A), and ORF1B (ORF1B) genes, complete cds.	Torque teno virus clone	Vertebrates	21	100	DQ186994
AB054648	Torque teno virus DNA, complete genome, genotype 23.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064596	Torque teno virus DNA, complete genome, isolate: CT25F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064597	Torque teno virus DNA, complete genome, isolate: CT30F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064604	Torque teno virus DNA, complete genome, isolate: CT39F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064599	Torque teno virus DNA, complete genome, isolate: JT03F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064600	Torque teno virus DNA, complete genome, isolate: JT05F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064601	Torque teno virus DNA, complete genome, isolate: JT14F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064602	Torque teno virus DNA, complete genome, isolate: JT19F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064606	Torque teno virus DNA, complete genome, isolate: JT33F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB064603	Torque teno virus DNA, complete genome, isolate: JT41F.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273627	Torque teno virus DNA, noncording region, isolate: Bov10-1.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273628	Torque teno virus DNA, noncording region, isolate: Bov10-2.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273629	Torque teno virus DNA, noncording region, isolate: Bov24-2.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273630	Torque teno virus DNA, noncording region, isolate: Bov25-3.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273631	Torque teno virus DNA, noncording region, isolate: Bov25-6.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273632	Torque teno virus DNA, noncording region, isolate: Bov34-2.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB273626	Torque teno virus DNA, noncording region, isolate: Bov7-1.	Torque teno virus DNA,	Vertebrates	331	100	AB032277
AB028315	Torque teno virus DNA, untranslated region at downstream of ORF1 and upstream of GC-rich tract, isolate: TTV-3CR19.	Torque teno virus DNA, untranslated region	Vertebrates	217	100	AB032277
AB076014	Torque teno virus DNA, untranslated region, isolate: Cf-TTV10.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076015	Torque teno virus DNA, untranslated region, isolate: Cf-TTV16.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076013	Torque teno virus DNA, untranslated region, isolate: Cf-TTV9.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076016	Torque teno virus DNA, untranslated region, isolate: Fc-TTV2.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076017	Torque teno virus DNA, untranslated region, isolate: Fc-TTV4.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076018	Torque teno virus DNA, untranslated region, isolate: Fc-TTV7.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032283	Torque teno virus DNA, untranslated region, isolate: Pt-TTV1.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032284	Torque teno virus DNA, untranslated region, isolate: Pt-TTV2-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032285	Torque teno virus DNA, untranslated region, isolate: Pt-TTV2-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032286	Torque teno virus DNA, untranslated region, isolate: Pt-TTV3-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032287	Torque teno virus DNA, untranslated region, isolate: Pt-TTV3-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032288	Torque teno virus DNA, untranslated region, isolate: Pt-TTV4-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032289	Torque teno virus DNA, untranslated region, isolate: Pt-TTV4-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032290	Torque teno virus DNA, untranslated region, isolate: Pt-TTV5-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032291	Torque teno virus DNA, untranslated region, isolate: Pt-TTV5-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032292	Torque teno virus DNA, untranslated region, isolate: Pt-TTV5-III.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032293	Torque teno virus DNA, untranslated region, isolate: Pt-TTV6.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032294	Torque teno virus DNA, untranslated region, isolate: Pt-TTV7-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032295	Torque teno virus DNA, untranslated region, isolate: Pt-TTV7-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032296	Torque teno virus DNA, untranslated region, isolate: Pt-TTV8-I.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032297	Torque teno virus DNA, untranslated region, isolate: Pt-TTV8-II.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB032298	Torque teno virus DNA, untranslated region, isolate: Pt-TTV9.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076004	Torque teno virus DNA, untranslated region, isolate: Sd-TTV12.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076012	Torque teno virus DNA, untranslated region, isolate: Sd-TTV161.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076005	Torque teno virus DNA, untranslated region, isolate: Sd-TTV27.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076009	Torque teno virus DNA, untranslated region, isolate: Sd-TTV3.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076006	Torque teno virus DNA, untranslated region, isolate: Sd-TTV31.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076007	Torque teno virus DNA, untranslated region, isolate: Sd-TTV43.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076008	Torque teno virus DNA, untranslated region, isolate: Sd-TTV5.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076010	Torque teno virus DNA, untranslated region, isolate: Sd-TTV71.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB076011	Torque teno virus DNA, untranslated region, isolate: Sd-TTV83.	Torque teno virus DNA, untranslated region, isolate:	Vertebrates	32	100	AB032277
AB060592	Torque teno virus gene for ORF1, ORF2, ORF3, ORF4, clone: SAa-39.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB060593	Torque teno virus gene for ORF1, ORF2, ORF3, ORF4, complete cds, clone: SAa-38.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053630	Torque teno virus gene for ORF1, partial cds, clone: Am-01-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053631	Torque teno virus gene for ORF1, partial cds, clone: Am-01-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053632	Torque teno virus gene for ORF1, partial cds, clone: Am-01-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053633	Torque teno virus gene for ORF1, partial cds, clone: Am-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
